egg.count,egg.dens,b.depth,lat,lon,time,salinity,flow,s.depth,temp.surf,temp.20m,net.area,country,vessel,vessel.haul,c.dist
21,26.43,333,53.73,-12.28,22.43,NA,829,183,12.2,12.2,0.222,IR,LOFO,51,0.399486725
17,22.55,295,53.73,-11.77,0.67,NA,615,183,12.5,12.5,0.222,IR,LOFO,52,0.082376324
13,9.97,205,53.75,-11.3,3.08,NA,1036,183,12.5,12.3,0.222,IR,LOFO,53,0.145325044
21,18.89,148,53.75,-10.78,5.45,NA,680,139,12.3,12.4,0.222,IR,LOFO,54,0.424571289
0,0,74,53.75,-10.27,7.73,NA,312,58,12.4,12.4,0.222,IR,LOFO,55,0.673211535
0,0,107,53.27,-10.27,11.23,NA,520,101,12.9,11.9,0.222,IR,LOFO,56,1.092747118
1,0.89,119,53.2,-10.72,13.83,NA,597,118,12.9,12.6,0.222,IR,LOFO,57,0.928502272
0,0,123,52.75,-10.75,17.13,NA,644,120,12.6,12.7,0.222,IR,LOFO,58,0.90186576
2,1.9,100,52.73,-10.27,19.25,NA,443,93,12.7,12.6,0.222,IR,LOFO,59,1.298906064
0,0,92,54.25,-10.22,17.58,NA,486,61,12.1,12,0.222,IR,LOFO,61,0.302522437
58,84.06,214,54.25,-10.72,19.82,NA,958,183,12.6,11.6,0.222,IR,LOFO,62,0.017554878
62,155.83,340,54.25,-11.2,22.15,NA,664,183,12.3,12.3,0.222,IR,LOFO,63,0.217056213
34,69.66,1172,54.25,-11.73,0.65,NA,1141,183,12.3,12.1,0.222,IR,LOFO,64,0.505458043
49,82.33,2030,54.23,-12.2,2.97,NA,829,183,12.3,12.4,0.222,IR,LOFO,65,0.738645595
24,21.88,2200,54.23,-12.7,5.38,NA,849,183,12.3,12.1,0.222,IR,LOFO,66,0.805650527
16,12.69,2000,54.73,-12.27,9.47,NA,1002,183,12.5,12.3,0.222,IR,LOFO,67,1.196455287
10,10.5,2873,54.75,-11.78,12.08,NA,807,183,12.6,12.8,0.222,IR,LOFO,68,0.947626776
13,11.41,2900,54.75,-11.3,14.48,NA,894,183,12.3,12.2,0.222,IR,LOFO,69,0.701961309
43,211.63,1750,54.75,-10.78,16.88,NA,885,183,12.9,12.8,0.222,IR,LOFO,70,0.438499992
42,49.99,120,54.75,-10.28,19.25,NA,640,118,12.6,12.6,0.222,IR,LOFO,71,0.033185202
27,21.52,100,54.73,-9.73,22,NA,492,88,12.9,12.5,0.222,IR,LOFO,72,0.391031249
0,0,91,54.75,-9.28,23.9,NA,458,87,12.5,12.2,0.222,IR,LOFO,73,0.684784103
0,0,32,55.23,-8.25,4.67,NA,285,27,11.4,10.9,0.222,IR,LOFO,74,1.004844439
1,0.6,93,55.23,-8.7,6.45,NA,466,80,13.1,10.8,0.222,IR,LOFO,75,0.655589156
8,6.91,109,55.25,-9.22,8.57,NA,575,102,13.2,13.2,0.222,IR,LOFO,76,0.293761371
27,20.4,128,55.25,-9.72,10.73,NA,478,80,12.9,12.6,0.222,IR,LOFO,77,0.031828098
32,31.47,1291,55.23,-10.18,12.75,NA,840,183,12.8,12.6,0.222,IR,LOFO,78,0.274562271
19,13.62,2480,55.23,-10.65,14.83,NA,846,183,13.3,10.4,0.222,IR,LOFO,79,0.621421096
42,35.12,2300,55.73,-10.27,19.07,NA,877,183,12.9,11.7,0.222,IR,LOFO,80,0.682787548
40,33.96,1785,55.75,-9.78,21.25,NA,840,183,12.5,11.5,0.222,IR,LOFO,81,0.431270146
30,22.53,140,55.73,-9.27,23.48,NA,655,128,13.7,11.4,0.222,IR,LOFO,82,0.100689344
7,6.1,106,55.73,-8.77,1.73,NA,523,101,13.4,12.6,0.222,IR,LOFO,83,0.326436919
3,2.1,104,55.73,-8.28,3.9,NA,483,93,13.2,11,0.222,IR,LOFO,84,0.808204319
1,0.92,167,56.25,-8.23,7.17,NA,716,155,12,12.1,0.222,IR,LOFO,85,0.648423445
2,2.27,131,56.23,-8.72,9.32,NA,454,120,12.9,12.2,0.222,IR,LOFO,86,0.259648193
27,32.23,711,56.25,-9.2,11.38,NA,657,183,12.8,12.2,0.222,IR,LOFO,87,0.190980345
106,92.77,1595,56.23,-9.68,13.98,NA,944,183,13.4,12.6,0.222,IR,LOFO,88,0.658279243
22,18.57,1795,56.75,-9.77,17.53,NA,954,183,13.8,12.4,0.222,IR,LOFO,89,0.667341742
70,188.9,1260,56.75,-9.28,19.58,NA,814,183,13.6,12.9,0.222,IR,LOFO,90,0.311700176
7,9.12,117,56.73,-8.78,21.75,NA,315,101,13.8,11.8,0.222,IR,LOFO,91,0.066731429
4,3.97,134,57.23,-8.73,1.13,NA,514,129,14,11.6,0.222,IR,LOFO,92,0.3715636
37,41.55,174,57.23,-9.18,3.12,NA,572,146,13,12.4,0.222,IR,LOFO,93,0.082095629
37,63.62,1940,57.25,-9.7,5.2,NA,961,183,13.6,12.8,0.222,IR,LOFO,94,0.365636431
49,55.3,1088,57.75,-9.77,8.88,NA,469,95,13.2,11.4,0.222,IR,LOFO,95,0.392020408
3,2.61,144,57.75,-9.27,10.95,NA,538,133,13.6,10.8,0.222,IR,LOFO,96,0.087316484
6,5.25,146,57.75,-8.78,13.2,NA,704,133,13.8,12.8,0.222,IR,LOFO,97,0.364947673
3,2.02,111,57.73,-8.28,15.98,NA,524,110,14.2,10.2,0.222,IR,LOFO,98,0.584110435
0,0,133,57.27,-8.23,19.18,NA,618,120,13.3,11,0.222,IR,LOFO,99,0.803989016
1,0.66,132,56.77,-8.25,22.37,NA,641,120,12.8,10.8,0.222,IR,LOFO,100,0.566635652
1,0.52,120,48.25,-5.75,13.08,35.7,51370,50,15.6,12,0.19,fr,thal,335,0.922733042
10,13.69,139,48.25,-6.23,15.52,35.53,42178,50,14.9,13.2,0.19,fr,thal,336,0.69790379
10,9.24,155,48.25,-6.75,18.23,35.53,27739,50,14.4,13.2,0.19,fr,thal,337,0.591381167
3,2.21,172,48.25,-7.25,20.8,35.48,46494,65,14.3,14,0.19,fr,thal,338,0.382136819
10,9.17,177,48.25,-7.75,23.25,35.5,40725,60,14.1,13.1,0.19,fr,thal,339,0.136638149
16,14.62,178,48.25,-7.8,23.57,35.5,37048,65,14.1,13.1,0.19,fr,thal,3391,0.117696053
11,15.66,205,48.25,-8.25,1.55,35.52,20592,60,13.6,12.9,0.19,fr,thal,340,0.035760276
140,93.56,200,48.25,-8.75,3.98,35.52,116382,173,13.1,13,0.19,fr,thal,341,0.067841053
122,77.66,190,48.25,-8.8,5.12,35.52,305938,180,13.1,13,0.19,fr,thal,3411,0.072606733
24,59.52,560,48.25,-9.23,8.8,35.64,20652,200,13.3,13.3,0.19,fr,thal,342,0.142853614
14,57.72,520,48.25,-9.25,9.22,35.64,24944,200,13.3,13.3,0.19,fr,thal,3421,0.154152246
41,118.79,775,48.25,-9.75,11.7,35.58,17821,150,13.8,13.3,0.19,fr,thal,343,0.39807944
22,62.8,906,48.25,-9.77,12.13,35.58,23283,150,13.8,13.3,0.19,fr,thal,3431,0.404230073
75,176.81,2000,48.25,-10.23,14.58,35.6,42029,207,14,13,0.19,fr,thal,344,0.527662856
44,133.23,2000,48.25,-10.23,15.07,35.6,34127,205,14,13,0.19,fr,thal,3441,0.527662856
87,254.14,1800,48.25,-10.73,17.57,35.57,33086,205,14,12.9,0.19,fr,thal,345,0.716775297
57,227.16,1900,48.25,-10.75,18,35.57,24421,200,14,12.9,0.19,fr,thal,3451,0.728279885
72,237.37,3600,48.25,-11.25,20.35,35.52,21883,200,14,13.7,0.19,fr,thal,346,0.873878731
38,75.04,3000,48.25,-11.73,10.78,35.55,23888,150,13.9,13.8,0.19,fr,thal,347,1.138959895
8,20.15,2000,47.75,-10.77,3.83,35.41,38239,206,14.2,14.2,0.19,fr,thal,348,1.169782381
7,27.89,2000,47.75,-10.25,5.22,35.44,21008,200,14.3,14,0.19,fr,thal,349,1.024222727
5,14.64,4450,47.75,-9.75,8.53,35.53,32056,200,14.4,14.3,0.19,fr,thal,350,0.84373344
15,20.43,3500,47.75,-9.23,11.5,35.67,24356,110,14.5,14.5,0.19,fr,thal,351,0.603197317
34,95.08,2500,47.75,-8.73,13.77,35.68,33325,200,14.6,14.5,0.19,fr,thal,352,0.56365843
50,126.78,1560,47.75,-8.27,15.92,35.7,37791,200,14.2,14.2,0.19,fr,thal,353,0.514787042
72,189.65,1350,47.75,-8.23,16.47,35.7,31020,210,14.2,14.2,0.19,fr,thal,3531,0.501152094
52,154.51,900,47.75,-7.77,18.53,35.45,18953,200,13.8,13.6,0.19,fr,thal,354,0.317969281
50,116.22,770,47.75,-7.75,18.97,35.45,16983,200,13.8,13.6,0.19,fr,thal,3541,0.306672634
12,23.52,176,47.75,-7.25,21.3,35.62,11380,150,13.5,13.4,0.19,fr,thal,355,0.017722909
6,42.18,167,47.75,-6.75,23.88,35.58,14509,118,14.3,14.3,0.19,fr,thal,356,0.09461355
2,3.08,152,47.75,-6.27,2.33,35.39,8937,57,14.4,12.2,0.19,fr,thal,357,0.251157313
2,6.39,134,47.75,-5.75,4.37,35.53,11098,59,15.4,15.5,0.19,fr,thal,358,0.434329529
0,0,125,47.75,-5.23,6.38,35.49,33921,80,15.6,15.6,0.19,fr,thal,359,0.609058586
1,2.1,100,47.75,-4.75,8.45,35.28,11772,75,16.5,15.7,0.19,fr,thal,360,0.915007562
2,8.51,122,47.25,-4.73,11.37,35.64,8136,72,16,15.8,0.19,fr,thal,361,0.627492385
0,0,140,47.25,-5.25,13.48,35.68,8165,72,15.8,15,0.19,fr,thal,362,0.20967357
0,0,200,47.25,-5.73,15.53,35.72,16225,153,13.9,12.6,0.19,fr,thal,363,0.066051144
0,0,224,47.25,-5.75,15.9,35.72,17615,151,13.9,12.6,0.19,fr,thal,3631,0.065076902
9,11.18,1314,47.25,-6.23,18.2,35.64,52571,120,14.7,14.7,0.19,fr,thal,364,0.176070361
28,26.19,1115,47.25,-6.28,18.75,35.64,86474,120,14.7,14.7,0.19,fr,thal,3641,0.197665778
133,126.44,2300,47.25,-6.75,21.23,35.53,81782,200,15,14.2,0.19,fr,thal,365,0.401599983
53,67.27,2500,47.25,-7.25,0.53,35.67,100118,200,14.4,14.4,0.19,fr,thal,366,0.449533119
40,59.44,2500,47.25,-7.32,1.33,35.67,54621,200,14.4,14.4,0.19,fr,thal,3661,0.466695629
15,31.42,3000,47.25,-7.73,3.67,35.64,37803,203,14.1,14.1,0.19,fr,thal,367,0.642215605
18,16.47,3000,47.25,-8.25,6.83,35.64,138647,200,14.1,14.1,0.19,fr,thal,368,0.97696659
0,0,3000,47.25,-8.73,11.97,35.51,143426,230,14.5,14.5,0.19,fr,thal,369,1.061046779
4,6.96,3000,47.25,-9.25,14.07,35.62,74845,231,14.4,14.4,0.19,fr,thal,370,1.098747132
3,4.44,3000,47.25,-9.73,16.52,35.59,78679,210,14.3,14.3,0.19,fr,thal,371,1.260136027
2,1.54,3000,47.25,-10.23,19.23,35.61,165983,212,13.9,13.9,0.19,fr,thal,372,1.502629194
10,12.15,4000,46.75,-8.25,3.45,35.63,99678,221,14.1,14.1,0.19,fr,thal,373,1.352910175
1,0.95,4000,46.75,-7.75,5.87,35.53,118643,204,14.3,14.3,0.19,fr,thal,374,1.098573357
23,21.64,4000,46.75,-7.23,8.6,35.52,138584,200,14.3,13.9,0.19,fr,thal,375,0.936864506
24,33.61,2000,46.75,-6.73,11.22,35.69,63958,230,14.28,13.85,0.19,fr,thal,376,0.848572659
19,17.88,2000,46.75,-6.25,13.73,35.87,130968,205,15.1,12.6,0.19,fr,thal,377,0.640094992
5,5.02,2000,46.75,-6.18,14.5,35.87,102498,205,15.1,12.6,0.19,fr,thal,3771,0.614654642
20,31.37,2000,46.75,-5.78,16.68,35.9,75839,200,15.7,14.6,0.19,fr,thal,378,0.441197397
38,49.77,2000,46.75,-5.73,17.42,35.9,90744,210,15.7,14.6,0.19,fr,thal,3781,0.422938294
75,79.99,1000,46.75,-5.22,19.93,35.67,76849,200,14.7,14.5,0.19,fr,thal,379,0.023375243
32,31.65,800,46.75,-5.12,21.02,35.67,94292,195,14.7,14.5,0.19,fr,thal,3791,0.075974513
4,5.77,163,46.75,-4.77,23.23,35.66,36190,140,14.6,13.9,0.19,fr,thal,380,0.128676119
3,4.05,158,46.75,-4.72,23.97,35.66,66650,140,14.6,13.9,0.19,fr,thal,3801,0.143225385
4,4.85,138,46.75,-4.3,2.37,35.55,25515,64,16.2,14.5,0.19,fr,thal,381,0.310312352
5,5.01,142,46.75,-4.27,2.73,35.55,40450,57,16.2,14.5,0.19,fr,thal,3811,0.329789997
3,3.44,128,46.75,-3.78,4.95,35.4,58237,75,16.5,16.5,0.19,fr,thal,382,0.539494683
4,4.1,124,46.75,-3.75,5.38,35.4,65794,71,16.5,16.5,0.19,fr,thal,3821,0.558189029
0,0,107,46.75,-3.25,7.47,34.96,68417,73,16.9,12.4,0.19,fr,thal,383,0.902716197
0,0,65,46.75,-2.75,9.67,35.02,40143,60,17.3,13.1,0.19,fr,thal,384,1.219809263
0,0,8,46.75,-2.25,11.75,34.95,117825,4,16.9,16.3,0.19,fr,thal,385,1.534818807
0,0,41,46.25,-2.23,17.62,34.53,53916,30,18.1,11.4,0.19,fr,thal,387,1.140300658
0,0,99,46.25,-2.75,20.03,35.14,52220,90,16.7,14,0.19,fr,thal,388,0.8375666
3,2.04,123,46.25,-3.25,22.13,35.26,76922,100,17,14.1,0.19,fr,thal,389,0.520643492
1,0.98,133,46.25,-3.72,0.97,35.65,49534,100,16,15.6,0.19,fr,thal,390,0.221112692
0,0,136,46.27,-3.75,1.55,35.65,47326,100,16,15.6,0.19,fr,thal,3901,0.222550175
22,23.09,205,46.25,-4.22,4.35,35.63,101815,157,15.1,15.1,0.19,fr,thal,391,0.118112083
21,20.71,237,46.25,-4.28,5.13,35.63,101540,155,15.1,15.1,0.19,fr,thal,3911,0.129990854
0,0,2500,46.25,-4.73,15.08,35.58,172984,200,14.9,14.3,0.19,fr,thal,392,0.334650054
5,5.03,114,47.23,-4.25,22.15,35.56,52013,80,16.3,15,0.19,fr,thal,399,0.718192582
3,2.34,100,47.25,-3.72,0.53,35.37,54483,80,16.4,12.4,0.19,fr,thal,400,0.994466978
0,0,64,47.25,-3.25,3.62,34.75,44944,52,16.7,12.1,0.19,fr,thal,401,1.263991843
